Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Inactive_Date,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Average_work_Time,Average_late_hours,Average_leave_early_hours,Project_Codes,absent count,Average Salary
1063,Mr,Male,Married,12/2/2019,\N,Inactive,9/29/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1979.0,NA,NA,NA,NA,NA,NA
1064,Mr,Male,Married,1/23/2020,2/27/2021,Inactive,2/27/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,NA,NA,NA,NA,NA,40321.0
1065,Mr,Male,Single,2/19/2020,\N,Inactive,3/21/2020,Staff,Contarct Basis,Buddhist,Driver - cab,1998.0,NA,NA,NA,NA,NA,NA
1066,Ms,Female,Single,2/13/2020,12/19/2020,Inactive,12/19/2020,Staff,Contarct Basis,Buddhist,Data Colector,1993.0,NA,NA,NA,NA,NA,NA
1068,Mr,Male,Single,8/1/2019,\N,Inactive,9/30/2020,Staff,Contarct Basis,Buddhist,Supervisor,1991.0,NA,NA,NA,NA,NA,NA
1069,Mr,Male,Single,8/4/2018,\N,Inactive,9/26/2020,Staff,Contarct Basis,Buddhist,Operator-Excavator,1990.0,NA,NA,NA,NA,NA,NA
1070,Mr,Male,Married,7/28/2020,\N,Inactive,9/10/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,NA,NA,NA,NA,NA,NA
1071,Mr,Male,Married,7/2/2015,9/30/2022,Inactive,9/30/2022,Staff,Contarct Basis,Buddhist,Fitter,1955.0,10.15,-0.36,-1.25,"{169.0, 198.1}",8.0,48060.0
1072,Mr,Male,Married,2/1/2021,6/9/2022,Inactive,6/9/2022,Labour,Contarct Basis,Buddhist,Fitter,1982.0,9.76,-0.1,-0.66,{193.0},1.0,29885.0
1073,Mr,Male,Married,3/1/2017,\N,Active,\N,Staff,Contarct Basis,Buddhist,Supervisor,1968.0,12.27,-0.44,-3.37,{193.0},11.0,48304.0
1074,Mr,Male,Married,12/2/2019,\N,Inactive,6/10/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1076,Mr,Male,Married,2/19/2020,3/17/2020,Inactive,3/17/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1983.0,NA,NA,NA,NA,NA,NA
1077,Mr,Male,Married,10/16/2019,\N,Inactive,6/30/2020,Management,Contarct Basis,Buddhist,Assistant General Manager,1976.0,NA,NA,NA,NA,NA,NA
1078,Mr,Male,Married,3/1/2019,\N,Inactive,9/29/2020,Staff,Contarct Basis,Buddhist,Foreman,1991.0,9.22,-0.34,-0.38,{196.0},36.0,NA
1080,Mr,Male,Married,8/19/2019,\N,Active,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1961.0,13.02,-0.52,-4.23,{196.0},33.0,55620.0
1081,Mr,Male,Married,5/17/2019,\N,Active,\N,Staff,Contarct Basis,Buddhist,Assistant Store Keeper,1957.0,10.33,-0.27,-1.83,"{193.0, 1.0}",13.0,40557.0
1082,Mr,Male,Single,2/29/2020,10/31/2020,Inactive,10/31/2020,Labour,Contarct Basis,Buddhist,Fitter,1999.0,NA,NA,NA,NA,NA,NA
1083,Mr,Male,Single,2/7/2020,\N,Inactive,6/20/2020,Staff,Contarct Basis,Hindu,QAQC Engineer,1992.0,NA,NA,NA,NA,NA,NA
1084,Mr,Male,Single,2/29/2020,\N,Inactive,10/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,NA,NA,NA,NA,NA,NA
1085,Mr,Male,Married,12/8/2020,5/31/2021,Inactive,5/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,11.66,-0.31,-2.35,{190.0},2.0,38197.0
1086,Mr,Male,Married,3/3/2020,11/30/2021,Inactive,11/30/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1981.0,9.9,-0.67,-0.61,"{179.0, 179.1, 179.2}",9.0,77662.0
1089,Mr,Male,Married,11/11/2019,8/5/2022,Inactive,8/5/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,11.91,1.89,2.04,"{198.0, 198.1}",37.0,37161.0
1090,Mr,Male,Single,2/1/2020,10/31/2020,Inactive,10/31/2020,Labour,Contarct Basis,Buddhist,Stores Helper,1995.0,NA,NA,NA,NA,NA,NA
1092,Mr,Male,Married,6/1/2020,\N,Inactive,6/10/2020,Management,Contarct Basis,Buddhist,Accountant,1980.0,NA,NA,NA,NA,NA,NA
1093,Mr,Male,Married,9/9/2019,2/28/2022,Inactive,2/28/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,11.87,-0.65,-2.22,"{169.0, 197.0}",0.0,28735.0
1094,Mr,Male,Married,9/18/2019,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,11.87,-0.73,-2.14,"{169.0, 197.0}",0.0,23900.0
1097,Mr,Male,Married,2/2/2020,\N,Active,\N,Labour,Contarct Basis,Buddhist,Caretaker,1977.0,9.28,0.19,0.18,"{169.0, 197.0}",1.0,30510.0
1098,Mr,Male,Married,7/14/2017,3/4/2022,Inactive,3/4/2022,Staff,Contarct Basis,Hindu,Land Supervisor,1980.0,8.92,-0.02,-0.38,"{179.1, 179.0}",1.0,118000.0
1104,Mr,Male,Married,3/2/2020,12/26/2020,Inactive,12/26/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,NA,NA,NA,NA,NA,NA
1106,Mr,Male,Married,3/2/2020,6/17/2022,Inactive,6/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1953.0,10.19,-0.31,-0.88,{196.0},13.0,30631.0
1109,Mr,Male,Married,5/27/2020,2/21/2022,Inactive,2/21/2022,Staff,Contarct Basis,Muslim,Senior Design Engineer,1973.0,8.76,0.33,-0.6,"{179.1, 179.0}",11.0,274798.0
1110,Mr,Male,Married,6/3/2020,\N,Inactive,10/31/2020,Staff,Contarct Basis,Buddhist,Senior Purchasing Officer,1985.0,NA,NA,NA,NA,NA,NA
1120,Mr,Male,Single,4/2/2020,\N,Active,\N,Labour,Contarct Basis,Buddhist,Office Assistant,1994.0,9.5,-0.03,0.04,"{198.0, 198.1}",27.0,36855.0
1121,Mr,Male,Married,4/22/2020,2/18/2021,Inactive,2/18/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,9.76,-0.15,-0.61,"{198.0, 198.1}",25.0,20108.0
1126,Mr,Male,Married,9/1/2019,\N,Active,\N,Labour,Contarct Basis,Buddhist,Security,1969.0,14.02,-1.79,-3.23,"{188.0, 189.0}",10.0,39896.0
1127,Mr,Male,Married,12/1/2020,3/25/2022,Inactive,3/25/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,11.33,0.0,-2.33,{182.0},0.0,18662.0
1130,Mr,Male,Married,5/12/2020,\N,Inactive,10/31/2020,Labour,Contarct Basis,Catholic,Unskilled Labor,1968.0,NA,NA,NA,NA,NA,43233.0
1131,Mr,Male,Married,6/12/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1976.0,10.09,-0.03,-1.72,"{200.0, 203.0, 196.0}",13.0,56112.0
1132,Mr,Male,Married,5/12/2020,\N,Inactive,6/9/2020,Labour,Contarct Basis,Catholic,Unskilled Labor,1979.0,NA,NA,NA,NA,NA,NA
1134,Mr,Male,Single,5/18/2020,\N,Inactive,10/31/2020,Labour,Contarct Basis,Catholic,Skilled Labor,1979.0,NA,NA,NA,NA,NA,39560.0
1135,Mr,Male,Married,5/14/2020,6/23/2020,Inactive,6/23/2020,Labour,Contarct Basis,Hindu,Skilled Labor,1994.0,NA,NA,NA,NA,NA,NA
1137,Mr,Male,Married,2/1/2021,3/31/2021,Inactive,3/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,9.62,0.02,-0.64,{193.0},0.0,19169.0
1138,Mr,Male,Married,11/23/2019,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966.0,9.76,-0.57,-0.19,"{184.0, 196.0}",4.0,24459.0
1139,Mr,Male,Married,11/25/2019,12/18/2020,Inactive,12/18/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,NA,NA,NA,NA,NA,22960.0
1141,Mr,Male,Married,2/1/2021,3/31/2021,Inactive,3/31/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1969.0,9.61,0.01,-0.62,{193.0},0.0,29919.0
1158,Mr,Male,Married,6/15/2020,7/14/2022,Inactive,7/14/2022,Staff,Contarct Basis,Hindu,Site Engineer,1982.0,10.48,-0.3,-1.71,"{199.0, 199.1}",1.0,215864.0
1164,Mr,Male,Single,6/20/2020,\N,Inactive,12/10/2020,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0,NA,NA,NA,NA,NA,NA
1171,Mr,Male,Single,6/23/2020,9/17/2020,Inactive,9/17/2020,Staff,Contarct Basis,Catholic,Supervisor,1995.0,NA,NA,NA,NA,NA,NA
1172,Mr,Male,Married,6/24/2020,\N,Inactive,8/7/2020,Staff,Contarct Basis,Buddhist,Driver,1995.0,NA,NA,NA,NA,NA,NA
1173,Mr,Male,Single,7/1/2020,11/19/2020,Inactive,11/19/2020,Staff,Contarct Basis,Buddhist,QAQC Engineer,1991.0,NA,NA,NA,NA,NA,NA
1176,Mr,Male,Married,6/16/2020,11/3/2020,Inactive,11/3/2020,Staff,Contarct Basis,Hindu,Project Manager,1953.0,NA,NA,NA,NA,NA,NA
1178,Mr,Male,Married,7/13/2020,1/29/2022,Inactive,1/29/2022,Staff,Contarct Basis,Hindu,Quantity Surveyor,1989.0,9.11,0.29,-0.68,{187.0},26.0,49416.0
1179,Mr,Male,Married,6/24/2020,1/26/2021,Inactive,1/26/2021,Staff,Contarct Basis,Buddhist,Safety Officer,1975.0,NA,NA,NA,NA,NA,NA
1193,Mr,Male,Married,6/1/2020,6/30/2020,Inactive,6/30/2020,Labour,Contarct Basis,Buddhist,S/Skill,1957.0,NA,NA,NA,NA,NA,NA
1208,Mr,Male,Married,6/8/2020,10/15/2021,Inactive,10/15/2021,Staff,Contarct Basis,Buddhist,Driver,1980.0,13.53,-1.27,-1.29,{179.1},0.0,NA
1212,Ms,Female,Married,7/10/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Receptionist,1994.0,8.52,-0.18,-0.26,{1.0},4.0,32860.0
1215,Ms,Female,Married,7/23/2020,\N,Inactive,11/2/2020,Staff,Contarct Basis,Buddhist,Account Executive,1989.0,NA,NA,NA,NA,NA,NA
1217,Mr,Male,Married,8/6/2020,\N,Inactive,10/23/2020,Management,Contarct Basis,Catholic,Accountant,1985.0,NA,NA,NA,NA,NA,NA
1221,Mr,Male,Single,6/22/2020,11/28/2020,Inactive,11/28/2020,Staff,Contarct Basis,Hindu,Surveyor Trainee,1994.0,NA,NA,NA,NA,NA,NA
1222,Mr,Male,Single,8/10/2020,9/30/2022,Inactive,9/30/2022,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1992.0,8.88,0.3,-0.71,"{205.0, 189.0}",7.0,62190.0
1223,Mr,Male,Single,8/10/2020,3/15/2021,Inactive,3/15/2021,Staff,Contarct Basis,Buddhist,Transport Assistant,1998.0,8.41,-0.14,-0.64,{1.0},2.0,NA
1280,Mr,Male,Married,8/8/2020,\N,Inactive,9/28/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1959.0,NA,NA,NA,NA,NA,NA
1288,Mr,Male,Married,8/27/2020,10/31/2020,Inactive,10/31/2020,Staff,Contarct Basis,Hindu,Engineer Assistant,1979.0,NA,NA,NA,NA,NA,NA
1297,Mr,Male,Married,8/19/2020,\N,Inactive,9/22/2020,Labour,Contarct Basis,Catholic,Unskilled Labor,1993.0,NA,NA,NA,NA,NA,NA
1298,Mr,Male,Married,8/11/2020,\N,Inactive,9/26/2020,Labour,Contarct Basis,Catholic,Skilled Labor,1977.0,NA,NA,NA,NA,NA,NA
1299,Mr,Male,Married,8/20/2020,\N,Inactive,9/21/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1992.0,NA,NA,NA,NA,NA,NA
1300,Mr,Male,Single,9/9/2020,12/16/2020,Inactive,12/16/2020,Staff,Contarct Basis,Catholic,HR Executive,1991.0,NA,NA,NA,NA,NA,NA
1302,Mr,Male,Single,9/11/2020,2/21/2021,Inactive,2/21/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1992.0,NA,NA,NA,NA,NA,NA
1304,Mr,Male,Married,9/15/2020,9/30/2021,Inactive,9/30/2021,Staff,Contarct Basis,Buddhist,Store Keeper,1980.0,9.58,0.3,-1.31,"{169.0, 203.0}",10.0,1187.0
1306,Ms,Female,Single,12/1/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Junior HR Executive,1999.0,8.81,-0.05,-0.69,{1.0},4.0,28473.0
1310,Mr,Male,Single,9/21/2020,2/12/2021,Inactive,2/12/2021,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0,NA,NA,NA,NA,NA,NA
1323,Mr,Male,Married,9/8/2020,11/30/2020,Inactive,11/30/2020,Staff,Contarct Basis,Buddhist,Driver,1975.0,NA,NA,NA,NA,NA,NA
1324,Mr,Male,Single,10/2/2020,\N,Inactive,10/3/2020,Staff,Contarct Basis,Buddhist,Data Entry Operator,1998.0,NA,NA,NA,NA,NA,NA
1325,Mr,Male,Married,10/5/2020,8/7/2021,Inactive,8/7/2021,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1982.0,8.82,-0.03,-1.01,"{1.0, 169.0}",1.0,NA
1326,Mr,Male,Married,10/6/2020,\N,Inactive,12/31/2020,Staff,Contarct Basis,Buddhist,Tractor Driver cum Mechanic,1967.0,NA,NA,NA,NA,NA,NA
1329,Mr,Male,Married,7/14/2020,\N,Inactive,9/26/2020,Staff,Contarct Basis,Buddhist,Driver,1977.0,NA,NA,NA,NA,NA,NA
1330,Mr,Male,Single,10/9/2020,8/31/2021,Inactive,8/31/2021,Staff,Contarct Basis,Hindu,Assistant Site Engineer,2005.0,9.28,-0.08,-0.24,"{199.0, 199.1}",1.0,NA
1332,Mr,Male,Married,10/19/2020,\N,Inactive,10/24/2020,Staff,Contarct Basis,Buddhist,Store Keeper,1988.0,16.4,-1.44,-6.46,{193.0},6.0,NA
1334,Mr,Male,Single,10/19/2020,7/21/2021,Inactive,7/21/2021,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,9.37,0.03,-0.52,"{179.1, 179.0}",5.0,NA
1335,Mr,Male,Married,10/19/2020,11/23/2020,Inactive,11/23/2020,Staff,Contarct Basis,Buddhist,Draughtsman,1984.0,NA,NA,NA,NA,NA,NA
1336,Mr,Male,Single,10/17/2020,10/31/2020,Inactive,10/31/2020,Staff,Contarct Basis,Buddhist,Supervisor,1997.0,9.75,-0.75,0.0,{196.0},0.0,NA
1380,Ms,Female,Single,10/28/2020,1/29/2021,Inactive,1/29/2021,Staff,Contarct Basis,Buddhist,Trainee Technical Officer,1993.0,NA,NA,NA,NA,NA,NA
1381,Mr,Male,Married,11/9/2020,5/31/2022,Inactive,5/31/2022,Staff,Contarct Basis,Buddhist,Logistic & Operations Supervisor,1983.0,8.69,-0.04,-0.52,{1.0},13.0,63300.0
1382,Mr,Male,Single,11/9/2020,\N,Inactive,12/10/2020,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990.0,NA,NA,NA,NA,NA,NA
1383,Mr,Male,Single,11/9/2020,9/22/2021,Inactive,9/22/2021,Staff,Contarct Basis,Buddhist,Supervisor,1998.0,13.41,0.2,-5.28,{200.0},16.0,NA
1384,Mr,Male,Single,11/9/2020,\N,Inactive,12/1/2020,Staff,Contarct Basis,Buddhist,Supervisor,1997.0,NA,NA,NA,NA,NA,NA
1385,Mr,Male,Single,11/11/2020,9/27/2021,Inactive,9/27/2021,Staff,Contarct Basis,Buddhist,Purchasing Officer,1996.0,8.68,0.07,-0.59,{1.0},6.0,37000.0
1386,Mr,Male,Married,11/18/2020,1/26/2022,Inactive,1/26/2022,Staff,Contarct Basis,Muslim,Technical Officer,1985.0,10.77,0.34,-2.9,{195.0},17.0,54503.0
1388,Mr,Male,Married,11/18/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1968.0,13.45,-1.8,-3.5,"{1.0, 194.1, 196.0}",22.0,42596.0
1389,Mr,Male,Married,11/18/2020,\N,Inactive,11/30/2020,Staff,Contarct Basis,Buddhist,Operator - JCB,1991.0,NA,NA,NA,NA,NA,NA
1390,Mr,Male,Married,11/17/2020,9/5/2021,Inactive,9/5/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1971.0,9.42,-0.4,0.18,"{194.0, 194.1}",13.0,34195.0
1397,Mr,Male,Single,11/25/2020,1/22/2021,Inactive,1/22/2021,Staff,Contarct Basis,Buddhist,Technical Officer,2000.0,NA,NA,NA,NA,NA,NA
1398,Mr,Male,Single,12/1/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1995.0,10.02,-0.03,-1.64,{193.0},11.0,40821.0
1399,Mr,Male,Single,12/3/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Welder,1998.0,11.52,-0.72,-3.17,"{1.0, 198.1, 202.0, 203.0, 182.0}",29.0,54938.0
1430,Mr,Male,Single,12/9/2020,8/31/2021,Inactive,8/31/2021,Staff,Contarct Basis,Buddhist,Driver,1999.0,9.75,-0.21,-0.26,{189.0},1.0,NA
1432,Ms,Female,Single,12/14/2020,8/13/2021,Inactive,8/13/2021,Staff,Contarct Basis,Buddhist,Account Executive,1993.0,9.39,0.12,-1.35,{1.0},2.0,NA
1433,Ms,Female,Married,11/23/2020,6/30/2021,Inactive,6/30/2021,Staff,Contarct Basis,Buddhist,HR Consultant-Payroll,1970.0,9.56,-0.37,-1.07,{1.0},3.0,NA
1434,Mr,Male,Single,12/16/2020,12/24/2021,Inactive,12/24/2021,Staff,Contarct Basis,Buddhist,Supervisor,1995.0,10.27,0.15,-2.26,"{194.0, 194.1}",7.0,32324.0
1435,Mr,Male,Married,12/11/2020,3/11/2021,Inactive,3/11/2021,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987.0,9.74,-0.4,-0.34,{200.0},15.0,NA
1436,Mr,Male,Married,12/19/2020,\N,Active,\N,Staff,Contarct Basis,Muslim,Engineer Assistant,1983.0,10.2,0.3,-2.55,"{193.0, 194.1, 194.0}",16.0,76626.0
1437,Ms,Female,Married,10/2/2020,3/31/2021,Inactive,3/31/2021,Management,Contarct Basis,Buddhist,HR Manager,1976.0,8.79,1.9,-2.19,{1.0},2.0,NA
1439,Mr,Male,Single,12/28/2020,7/31/2021,Inactive,7/31/2021,Staff,Contarct Basis,Hindu,Site Engineer,1995.0,9.3,-0.07,-0.34,"{199.0, 199.1}",2.0,NA
1440,Mr,Male,Single,1/6/2021,8/16/2021,Inactive,8/16/2021,Staff,Contarct Basis,Buddhist,Planning Engineer,1993.0,10.01,0.28,-2.56,"{1.0, 203.0, 190.0}",8.0,NA
1441,Mr,Male,Single,1/7/2021,5/31/2021,Inactive,5/31/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1991.0,11.67,-0.31,-2.36,{196.0},9.0,NA
1443,Mr,Male,Married,1/11/2021,4/24/2021,Inactive,4/24/2021,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1985.0,9.71,-0.25,-0.46,"{194.1, 194.0}",6.0,NA
1445,Mr,Male,Married,1/15/2021,1/19/2021,Inactive,1/19/2021,Staff,Contarct Basis,Buddhist,Account Executive,1986.0,NA,NA,NA,NA,NA,NA
1446,Mr,Male,Married,1/15/2021,12/31/2021,Inactive,12/31/2021,Staff,Contarct Basis,Hindu,Technical Officer,1989.0,9.65,0.9,-2.53,{200.0},6.0,67805.0
1538,Mr,Male,Married,1/25/2021,2/28/2022,Inactive,2/28/2022,Staff,Contarct Basis,Buddhist,Project Manager,1964.0,9.22,-0.15,-0.48,{196.0},3.0,272282.0
1539,Mr,Male,Married,2/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Store Labour,1994.0,8.89,-0.08,-0.32,"{1.0, 100.0}",1.0,NA
1543,Mr,Male,Single,2/5/2021,7/31/2021,Inactive,7/31/2021,Staff,Contarct Basis,Buddhist,Account Executive,1994.0,8.6,-0.05,-0.43,{1.0},10.0,NA
1619,Mr,Male,Married,2/20/2021,6/22/2021,Inactive,6/22/2021,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0,10.06,-0.23,-0.83,{195.0},9.0,NA
1625,Mr,Male,Married,2/16/2021,8/15/2021,Inactive,8/15/2021,Management,Contarct Basis,Buddhist,HR & Admin Officer,1975.0,9.99,0.24,-1.43,{1.0},8.0,NA
1629,Mr,Male,Married,3/11/2021,7/21/2021,Inactive,7/21/2021,Management,Contarct Basis,Buddhist,Assistant Accountant,1990.0,9.62,0.32,-1.32,{1.0},5.0,NA
1630,Mr,Male,Married,3/12/2021,4/1/2022,Inactive,4/1/2022,Staff,Contarct Basis,Hindu,Store Keeper,1996.0,11.89,0.44,-4.39,{195.0},7.0,45182.0
1636,Mr,Male,Married,2/4/2021,6/30/2022,Inactive,6/30/2022,Labour,Contarct Basis,Buddhist,Security,1980.0,14.02,8.93,9.94,"{179.1, 179.2}",0.0,58697.0
1637,Mr,Male,Married,2/1/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Fitter,1997.0,10.3,-0.56,-0.44,{189.0},4.0,39242.0
1644,Mr,Male,Married,3/12/2021,4/19/2022,Inactive,4/19/2022,Labour,Contarct Basis,Buddhist,Caretaker,1952.0,9.43,-1.1,0.67,{179.1},4.0,15977.0
1657,Mr,Male,Married,3/22/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1978.0,8.26,-0.03,-0.22,"{1.0, 196.0}",2.0,77939.0
1683,Mr,Male,Married,4/2/2021,6/25/2022,Inactive,6/25/2022,Staff,Contarct Basis,Buddhist,QAQC Engineer,1987.0,9.45,-0.9,0.06,{193.0},13.0,77975.0
1685,Mr,Male,Married,4/5/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987.0,8.96,0.77,-1.77,"{205.0, 196.0, 189.0}",14.0,82045.0
1715,Mr,Male,Married,4/19/2021,8/25/2021,Inactive,8/25/2021,Management,Contarct Basis,Buddhist,Accountant,1989.0,9.65,0.46,-1.92,{1.0},8.0,NA
1716,Mr,Male,Single,4/19/2021,8/12/2021,Inactive,8/12/2021,Staff,Contarct Basis,Buddhist,Assistance QS,1995.0,8.93,-0.13,-0.03,"{1.0, 179.2}",0.0,NA
1738,Mr,Male,Married,4/24/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1964.0,9.7,-0.63,-0.07,{198.1},2.0,21649.0
1739,Mr,Male,Married,4/20/2021,12/10/2021,Inactive,12/10/2021,Management,Contarct Basis,Buddhist,Chief Project Officer,1970.0,8.78,-0.5,-0.35,{1.0},0.0,319108.0
1740,Mr,Male,Married,4/27/2021,8/19/2021,Inactive,8/19/2021,Management,Contarct Basis,Buddhist,Manager Transport and Logistic,1975.0,9.76,-0.03,-1.47,{1.0},2.0,NA
1741,Mr,Female,Single,4/27/2021,8/31/2021,Inactive,8/31/2021,Staff,Contarct Basis,Buddhist,QS Contract,1992.0,7.29,0.87,-0.05,{1.0},2.0,NA
1760,Mr,Male,Married,5/11/2021,1/31/2022,Inactive,1/31/2022,Staff,Contarct Basis,Buddhist,Supervisor,1969.0,9.97,-0.81,-0.59,{179.2},0.0,46731.0
1761,Mr,Male,Married,5/11/2021,8/14/2021,Inactive,8/14/2021,Staff,Contarct Basis,Buddhist,Supervisor,1963.0,9.1,-0.14,-0.18,{179.2},1.0,NA
1771,Mr,Male,Married,5/14/2021,11/21/2022,Inactive,11/21/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,11.69,0.6,0.54,{198.1},7.0,40769.0
1772,Mr,Male,Married,5/3/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1954.0,9.85,-0.02,-0.83,{200.0},0.0,29619.0
1773,Mr,Male,Married,5/5/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1992.0,9.94,0.0,-0.94,{200.0},0.0,28994.0
1784,Mr,Male,Married,5/18/2021,3/12/2022,Inactive,3/12/2022,Labour,Contarct Basis,Buddhist,Operator - JCB,1980.0,9.36,-0.15,-0.21,{196.0},4.0,24811.0
1800,Mr,Male,Married,5/17/2021,12/17/2022,Inactive,12/17/2022,Staff,Contarct Basis,Muslim,Quantity Surveyor,1993.0,9.22,-0.21,-0.64,"{194.0, 194.1}",2.0,52680.0
1803,Mr,Male,Married,2/6/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Security,1978.0,12.0,-2.0,-1.0,{200.0},0.0,19932.0
1804,Mr,Male,Married,2/6/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Security,1978.0,12.06,6.08,7.02,{200.0},0.0,20098.0
1814,Mr,Male,Married,5/21/2021,7/26/2022,Inactive,7/26/2022,Labour,Contarct Basis,Buddhist,Security,1978.0,20.81,-0.11,-0.2,{179.2},16.0,38866.0
1815,Mr,Male,Married,5/21/2021,11/28/2022,Inactive,11/28/2022,Labour,Contarct Basis,Buddhist,Security,1979.0,17.78,3.22,0.87,"{179.2, 179.1}",99.0,43185.0
1816,Mr,Male,Married,5/13/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Driver,1968.0,9.89,-0.53,-0.27,{179.2},0.0,33969.0
1820,Mr,Male,Married,5/24/2021,5/6/2022,Inactive,5/6/2022,Labour,Contarct Basis,Buddhist,Security,1992.0,13.51,4.06,2.86,"{198.0, 198.1}",2.0,49987.0
1822,Mr,Male,Married,6/2/2021,3/26/2022,Inactive,3/26/2022,Labour,Contarct Basis,Buddhist,Fitter,1975.0,9.97,-0.41,-0.57,{193.0},1.0,36190.0
1825,Mr,Male,Married,6/2/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0,10.01,-0.46,-0.56,{193.0},1.0,25916.0
1827,Mr,Male,Married,6/1/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,9.11,-0.17,0.25,{179.2},1.0,21285.0
1833,Mr,Male,Married,6/1/2021,7/23/2022,Inactive,7/23/2022,Labour,Contarct Basis,Buddhist,Cook,1982.0,10.08,-0.02,-1.06,{179.1},6.0,30131.0
1834,Mr,Male,Married,6/5/2021,1/17/2022,Inactive,1/17/2022,Staff,Contarct Basis,Hindu,Site Engineer,1994.0,9.73,0.66,-2.83,"{200.0, 195.0}",8.0,74841.0
1844,Mr,Male,Married,6/10/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,9.4,-0.23,-0.17,{179.2},0.0,27411.0
1846,Mr,Male,Married,6/10/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Bar Bender,1958.0,9.17,-0.18,0.01,{179.2},0.0,24232.0
1849,Mr,Male,Married,6/8/2021,4/11/2022,Inactive,4/11/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,9.93,-0.38,-0.56,{193.0},0.0,13303.0
1850,Mr,Male,Married,6/14/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,9.37,-0.22,-0.16,{179.2},0.0,26737.0
